OG	FBgn	GeneSymbol	branch_id_1	branch_id_2	dist_bl	dist_node_num	branch_num_fg	branch_num_mg	is_fg	is_mf	is_mg	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
OG_6496	FBgn0029942	CG2059	Djun|5	Hant|16	0.4709	10	2	0	Y	N	N	28.2853	0.131	244.6862	0.4144	0.4096	0.5194	108.1845	0.0	375.2853	0.9762	0.0052	6.5288	0.0295	0.0287	0.0414	1.1626	0.0	7.0446	0.0345	0.0394	0.0267	0.0712	0.07	0.0797	0.0107	0.0008	0.0188	220.9117	0.4259	0.5709	-0.0017	21.2927	6.0005	21.5266	3.9296	1.1135	0.005	1.1084	0.0055	0.005	0.0005	1.1079	0.0	1.1079	0.0272	0.0191	0.0081	0.022	0.0189	0.0031	0.0051	0.0002	0.005	1.1406	0.9708	0.1698	0.1876	0.1751	0.0125	0.953	0.7957	0.1573	0.7875	0.4832	0.3042	0.3095	0.27	0.0395	0.4779	0.2132	0.2647
OG_6496	FBgn0029942	CG2059	Djun|5	Hdor|26	0.5	8	2	0	Y	N	N	0.5868	0.1979	129.329	0.2096	0.1948	2.0067	0.7141	0.1725	127.666	2.0996	1.1133	7.7103	0.8454	0.9035	0.047	2.3526	1.1606	8.3417	3.5781	5.6264	0.0596	4.034	4.6384	0.0234	3.2944	6.7292	0.0653	1.2176	0.0062	0.1325	-1.3254	21.2927	5.0222	21.5266	10.0015	1.9993	0.9015	1.0977	0.1351	0.1346	0.0005	1.8641	0.7669	1.0972	3.7328	3.7099	0.0229	1.6144	1.6132	0.0012	2.1184	2.0968	0.0217	0.9522	0.8098	0.1424	0.1598	0.149	0.0108	0.7924	0.6608	0.1315	1.0432	0.6594	0.3839	0.4002	0.3478	0.0524	0.643	0.3116	0.3314
OG_6496	FBgn0029942	CG2059	Haoe|17	Hbur|20	0.2516	4	2	0	Y	N	N	11.8314	0.0016	36763.8436	0.115	0.1039	14.0069	10.4877	0.0	45676.7222	9.2553	0.0021	55.5438	0.061	0.059	0.091	9.562	0.0	56.2312	0.7823	1.3567	0.0015	0.5304	0.5676	0.0065	0.9117	2.3219	0.0012	5187.9906	0.0008	1.5475	-0.3608	13.0471	3.0149	40.4995	6.6426	2.993	0.0006	2.9924	0.0006	0.0006	0.0001	2.9924	0.0	2.9924	1.0011	1.0003	0.0008	0.2305	0.2303	0.0002	0.7707	0.77	0.0006	0.3234	0.2695	0.0539	0.0104	0.0098	0.0007	0.3129	0.2597	0.0532	1.2798	0.7373	0.5425	0.4345	0.4057	0.0288	0.8453	0.3316	0.5136
OG_6496	FBgn0029942	CG2059	Haoe|17	HconHele|30	0.2907	11	2	0	Y	N	N	31945.4324	7.5428	130529.0081	214.2862	192.6953	0.0	27572.0908	0.0001	123599.4745	7.1573	0.0008	47.1893	0.0086	0.009	0.0	7.8013	0.0	48.2495	0.0002	0.0001	0.0004	0.0	0.0	0.0	0.0003	0.0002	0.0004	10027.0628	2.6526	1.0331	0.0	13.0471	2.3323	40.4995	0.0089	1.9978	0.0002	1.9977	0.0002	0.0002	0.0	1.9977	0.0	1.9977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2791	0.2368	0.0423	0.0231	0.0221	0.0009	0.2561	0.2147	0.0414	0.1843	0.1014	0.083	0.0447	0.0386	0.0061	0.1396	0.0628	0.0768
OG_6496	FBgn0029942	CG2059	Haoe|17	Hric|71	0.2317	7	2	0	Y	N	N	1.8075	0.3502	5.0487	4.2574	4.1464	0.0	1.492	0.0	4.8815	0.9786	0.0016	5.9661	0.0446	0.0473	0.0	1.0067	0.0	6.0283	0.5414	0.0044	1.1817	0.0105	0.0114	0.0018	0.6747	0.001	1.2349	750.6566	222.8986	0.5312	0.6483	13.0471	10.0267	40.4995	14.7237	1.0296	0.0014	1.0282	0.0014	0.0014	0.0	1.0282	0.0	1.0282	1.0219	0.0046	1.0174	0.004	0.0039	0.0001	1.018	0.0007	1.0173	1.0521	0.8798	0.1723	0.0307	0.0289	0.0018	1.0214	0.8508	0.1706	1.8875	1.0265	0.8609	0.3788	0.3416	0.0372	1.5087	0.685	0.8238
OG_6496	FBgn0029942	CG2059	Haoe|17	Hsar|75	0.2861	9	2	0	Y	N	N	295.9234	0.1508	2507.9356	0.3806	0.3579	inf	699.2736	0.0	2430.8122	4.3702	0.0024	33.7469	0.0115	0.0116	0.007	5.3216	0.0	34.5846	0.0148	0.0156	0.0135	0.0303	0.0325	0.0	0.0076	0.0001	0.0142	2134.3511	0.5408	1.0262	-0.0001	13.0471	2.9931	40.4995	2.2603	1.9858	0.0009	1.9849	0.0009	0.0009	0.0	1.9849	0.0	1.9849	0.009	0.0058	0.0032	0.0058	0.0058	0.0	0.0032	0.0	0.0032	0.4544	0.3956	0.0588	0.0814	0.08	0.0014	0.373	0.3156	0.0574	0.6095	0.3747	0.2348	0.192	0.1792	0.0127	0.4175	0.1954	0.222
OG_6496	FBgn0029942	CG2059	Hbur|20	HconHele|30	0.2597	14	2	0	Y	N	N	1993526.5076	6.3999	70208282.3955	318.7175	46.0199	inf	7799919.8354	0.0	66612135.3874	29.9068	0.0002	193.7874	0.011	0.0017	0.2391	32.4184	0.0	197.6644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231779.4442	0.0836	1.0306	-0.0	3.0149	2.3323	6.6426	0.0089	1.9925	0.0	1.9925	0.0001	0.0	0.0	1.9924	0.0	1.9924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666	0.0563	0.0103	0.0052	0.005	0.0002	0.0615	0.0514	0.0101	0.051	0.0296	0.0214	0.0182	0.0167	0.0015	0.0328	0.0129	0.0199
OG_6522	FBgn0004618	gl	Haoe|4	Hxan|72	0.4308	7	2	0	Y	N	N	1.554	2.9143	5.0896	3.0798	12.3368	0.0202	1.2598	853.4095	5.3121	1.2538	0.0196	8.3199	0.1451	0.1536	0.0203	1.3979	0.0002	8.7529	0.8068	0.0067	1.6347	0.0471	0.0125	1.0038	1.1096	0.0	1.6477	74.0644	234.6705	1.4117	0.478	38.7036	5.0479	19.2013	4.9048	2.0105	0.0268	1.9837	0.0267	0.0265	0.0002	1.9837	0.0003	1.9834	0.9825	0.0042	0.9783	0.0163	0.0042	0.0122	0.9661	0.0	0.9661	1.6035	1.3651	0.2384	0.1844	0.1726	0.0118	1.4191	1.1925	0.2266	1.2177	0.6192	0.5985	0.3469	0.3348	0.0121	0.8707	0.2844	0.5863
OG_6551	FBgn0033061	SmydA-5	Djun|4	Hhec|30	0.8654	10	2	0	Y	N	N	2.0191	0.9061	29.0375	6.9424	4.8139	143.3075	0.702	0.1075	17.0069	0.6197	0.4236	2.2559	0.9939	0.761	4.3945	0.2901	0.0984	1.4219	0.3069	0.4675	0.0777	0.1432	0.1581	0.0307	0.4132	0.9146	0.0836	0.6383	0.1164	0.8921	-0.1962	49.6987	20.0295	22.1297	4.0252	4.7934	2.9258	1.8676	3.6005	2.5798	1.0207	1.1928	0.346	0.8469	0.3505	0.3139	0.0365	0.0644	0.0627	0.0016	0.2861	0.2512	0.0349	7.735	6.9072	0.8279	3.6225	3.3902	0.2323	4.1126	3.5169	0.5956	1.1419	0.6715	0.4704	0.4495	0.3969	0.0526	0.6924	0.2746	0.4178
OG_6551	FBgn0033061	SmydA-5	Djun|4	Hleu|42	0.9177	10	2	0	Y	N	N	6323.792	2793.0737	123809.8848	3562.6642	1782.0139	51771.816	43991.2497	27650.7381	54612.0101	0.7418	0.5201	2.6386	0.9782	0.5173	7.4974	0.5024	0.5231	0.3795	0.0001	0.0002	0.0	0.0003	0.0003	0.0001	0.0	0.0	0.0	0.5931	0.0821	0.7789	-0.0001	49.6987	14.7918	22.1297	1.0003	4.6146	2.8966	1.718	3.0617	1.5123	1.5494	1.553	1.3843	0.1686	0.0001	0.0001	0.0	0.0001	0.0001	0.0	0.0	0.0	0.0	6.2209	5.5698	0.6511	3.1299	2.9233	0.2067	3.091	2.6465	0.4445	0.8117	0.4725	0.3391	0.3266	0.2913	0.0353	0.4851	0.1813	0.3038
OG_6551	FBgn0033061	SmydA-5	Djun|4	Hric|58	0.8647	8	2	0	Y	N	N	3.0517	1.3009	356.1954	2.4084	1.3714	295.6919	5.9382	2.1904	89.9216	0.2358	0.1648	0.8344	0.3868	0.2505	2.1586	0.0783	0.0681	0.1396	0.0773	0.1267	0.0023	0.1606	0.1826	0.0073	0.0132	0.0311	0.0016	0.6	0.0122	0.511	-0.1011	49.6987	28.7196	22.1297	9.2438	2.9795	1.8622	1.1173	2.4952	1.5005	0.9947	0.4843	0.3617	0.1226	0.1551	0.1532	0.0019	0.1401	0.1393	0.0008	0.015	0.0139	0.0011	12.6374	11.2984	1.339	6.4514	5.9906	0.4608	6.186	5.3078	0.8782	2.0073	1.2094	0.798	0.8726	0.7628	0.1097	1.1348	0.4465	0.6883
OG_6551	FBgn0033061	SmydA-5	Djun|4	HdorHxanHheb|87	0.7059	5	2	0	Y	N	N	2.4569	1.1007	30.8106	1.116	0.6579	93.6089	10.3725	9.1458	23.8308	0.4442	0.2961	1.4912	0.4207	0.2755	2.1232	0.4646	0.3158	1.2277	0.1808	0.269	0.0484	0.3769	0.4187	0.0227	0.0448	0.0345	0.0515	0.7121	0.1199	0.7779	-0.1383	49.6987	16.4643	22.1297	7.1403	3.6619	2.1388	1.5231	1.6093	0.9711	0.6382	2.0526	1.1677	0.8849	0.2483	0.2217	0.0266	0.2119	0.2106	0.0013	0.0363	0.0111	0.0252	8.2438	7.2224	1.0214	3.8257	3.5252	0.3006	4.418	3.6972	0.7208	1.3731	0.824	0.5491	0.5623	0.5029	0.0594	0.8108	0.3211	0.4898
OG_6551	FBgn0033061	SmydA-5	Evib|12	Hheb|29	0.5391	6	2	0	Y	N	N	51.8738	2.1864	26461.7735	27.2414	1.3848	193897.1026	2598.5284	425.4871	13533.7579	0.76	0.0562	6.0318	0.968	0.0581	9.726	0.5438	0.054	3.4931	0.0147	0.0257	0.0002	0.0355	0.042	0.0001	0.0002	0.0001	0.0003	14.331	0.0068	1.3339	-0.0026	9.0399	22.7982	2.7997	4.3172	1.8241	0.119	1.7052	1.1843	0.0644	1.1199	0.6398	0.0545	0.5853	0.004	0.0039	0.0	0.0039	0.0039	0.0	0.0	0.0	0.0	2.4001	2.1174	0.2827	1.2235	1.1083	0.1151	1.1766	1.0091	0.1676	0.2699	0.1528	0.1171	0.1103	0.0934	0.017	0.1595	0.0594	0.1001
OG_6551	FBgn0033061	SmydA-5	Hbur|16	HdorHxan|86	0.2424	5	2	0	Y	N	N	201.8261	53.0887	80467.2693	21.5204	21.076	42.7738	49307.5922	76920.9256	142212.673	0.6633	0.4245	2.277	0.5815	0.6253	0.0216	0.6987	0.329	2.7399	0.0033	0.008	0.0	0.027	0.0297	0.0005	0.0	0.0	0.0	0.7937	0.0051	0.542	-0.0012	13.4531	34.5527	3.2632	12.1926	2.268	1.2644	1.0036	0.6018	0.6001	0.0016	1.6662	0.6643	1.002	0.0017	0.0017	0.0	0.0017	0.0017	0.0	0.0	0.0	0.0	3.4194	2.9787	0.4407	1.0348	0.9597	0.075	2.3847	2.019	0.3657	0.5323	0.2177	0.3147	0.0645	0.0586	0.0059	0.4678	0.159	0.3088
OG_6551	FBgn0033061	SmydA-5	Hbur|16	HdorHxanHheb|87	0.1913	4	2	0	Y	N	N	1269.1472	470.0003	8448.6378	235.4171	230.8487	295.7704	3068.8036	1533.238	11540.128	1.1291	0.7461	3.4123	1.0418	1.1731	0.0496	1.1757	0.5069	4.7405	0.0009	0.0016	0.0004	0.0044	0.0051	0.0002	0.0004	0.0003	0.0004	0.7671	0.3655	0.5354	-0.0001	13.4531	16.4643	3.2632	7.1403	2.3215	1.3137	1.0078	0.7458	0.7417	0.0041	1.5757	0.572	1.0036	0.0003	0.0002	0.0001	0.0002	0.0002	0.0	0.0001	0.0	0.0001	2.0561	1.7607	0.2953	0.7159	0.6323	0.0836	1.3402	1.1285	0.2117	0.3047	0.1251	0.1797	0.0382	0.0331	0.0051	0.2665	0.092	0.1746
OG_6551	FBgn0033061	SmydA-5	Hdor|21	Hhec|30	0.4125	10	2	0	Y	N	N	2.2828	0.5812	63509647.978	0.0033	0.003	inf	250196.5821	54469.8357	71401861.1079	1.0551	0.6125	3.8308	0.0101	0.0108	0.0007	1.3642	0.8097	4.3107	0.4622	1.0537	0.0	3.077	3.5794	0.0	0.0	0.0	0.0	0.9974	0.0	0.5926	-0.0988	15.0503	20.0295	4.2228	4.0252	2.0031	1.0028	1.0002	0.0044	0.0044	0.0	1.9987	0.9985	1.0002	0.1488	0.1488	0.0	0.1488	0.1488	0.0	0.0	0.0	0.0	1.8985	1.6374	0.2611	0.4334	0.4043	0.0291	1.4651	1.2331	0.232	0.3219	0.1412	0.1807	0.0484	0.0416	0.0068	0.2735	0.0996	0.1739
OG_6551	FBgn0033061	SmydA-5	Hhec|30	HdorHxanHheb|87	0.262	8	2	0	Y	N	N	12.3148	8.9855	38.9613	8.696	8.1532	1.7027	10.2014	2.2405	42.4417	0.8868	0.5258	3.1972	1.9047	2.0237	0.0013	0.5887	0.0358	3.547	0.072	0.0585	0.0821	0.219	0.2482	0.0007	0.0577	0.016	0.0836	0.9501	1.8828	0.6293	-0.0003	20.0295	16.4643	4.0252	7.1403	2.218	1.1374	1.0806	1.0791	1.0791	0.0	1.1389	0.0583	1.0806	0.0305	0.0106	0.0199	0.0082	0.0082	0.0	0.0223	0.0024	0.0199	2.5012	2.1632	0.338	0.5666	0.5332	0.0333	1.9346	1.63	0.3047	0.4238	0.1809	0.2429	0.0376	0.0331	0.0044	0.3862	0.1478	0.2384
OG_6551	FBgn0033061	SmydA-5	Hric|58	Hsar|63	0.2326	5	2	0	Y	N	N	871.0446	316.1374	4597.1461	199.465	43.8656	2540.3125	1499.4749	10570.8823	3821.5717	2.216	0.8894	10.7805	2.4576	0.5438	29.1004	2.1456	1.0004	8.4523	0.0025	0.0028	0.0023	0.0123	0.0124	0.0115	0.0014	0.0001	0.0022	1.8775	1.1275	1.8059	-0.0001	28.7196	7.2376	9.2438	0.464	4.0224	1.3979	2.6245	1.0066	0.2078	0.7988	3.0158	1.1901	1.8257	0.0006	0.0003	0.0003	0.0003	0.0003	0.0	0.0003	0.0	0.0003	1.8152	1.5717	0.2435	0.4096	0.3821	0.0275	1.4056	1.1896	0.216	0.2471	0.105	0.142	0.0253	0.0232	0.002	0.2218	0.0818	0.14
OG_6551	FBgn0033061	SmydA-5	Hric|58	HdorHxan|86	0.3643	7	2	0	Y	N	N	25.4825	5.5169	1768.8861	3.0709	0.4004	110.5339	65.2782	12.4885	7262.4002	0.3702	0.1673	1.788	0.1508	0.0215	2.0286	0.4553	0.2295	1.7476	0.0145	0.0303	0.001	0.0491	0.0536	0.0184	0.007	0.0184	0.0002	1.5297	0.039	1.1396	-0.0115	28.7196	34.5527	9.2438	12.1926	2.8406	1.1229	1.7177	0.3235	0.0431	0.2804	2.5172	1.0798	1.4373	0.0184	0.0177	0.0007	0.0111	0.0106	0.0005	0.0072	0.0071	0.0002	7.6727	6.712	0.9607	2.1446	2.0064	0.1382	5.528	4.7056	0.8225	1.2663	0.5839	0.6823	0.227	0.198	0.029	1.0393	0.386	0.6533
OG_6559	FBgn0035060	Eps-15	Djun|7	Haoe|20	0.6376	6	2	0	Y	N	N	1.0089	0.7463	2.582	1.0608	1.108	0.0023	0.9958	0.5288	3.3086	0.6857	0.6473	0.9538	0.7357	0.7956	0.0012	0.6663	0.5848	1.1474	0.6797	0.8674	0.3694	0.6935	0.718	0.5117	0.6691	1.106	0.3468	0.2112	0.2576	-0.0881	-1.7496	31.0525	153.2219	56.8716	39.3986	11.3998	9.4124	1.9874	3.4317	3.4313	0.0004	7.9681	5.9811	1.987	6.0546	4.8146	1.2401	2.6867	2.451	0.2356	3.368	2.3635	1.0044	16.6239	14.5402	2.0837	4.6648	4.3129	0.3519	11.9591	10.2273	1.7318	8.9076	5.5507	3.3569	3.8741	3.4136	0.4604	5.0335	2.1371	2.8965
OG_6559	FBgn0035060	Eps-15	Haoe|20	Hbur|23	0.6433	5	2	0	Y	N	N	1.8015	0.7472	99.4881	59.6304	72.1141	0.3234	1.3624	0.3893	113.4271	0.4958	0.3882	1.2825	0.5779	0.608	0.0061	0.4697	0.3107	1.4248	0.2752	0.5195	0.0129	0.0097	0.0084	0.019	0.3447	0.7982	0.0126	0.4519	0.0231	1.3219	-0.4602	153.2219	40.7806	39.3986	6.5728	10.2337	7.0486	3.1851	2.8783	2.8767	0.0015	7.3554	4.1718	3.1836	0.9767	0.9547	0.0221	0.0071	0.0055	0.0017	0.9696	0.9492	0.0204	20.6416	18.1581	2.4835	4.9807	4.7317	0.2491	15.6609	13.4264	2.2344	3.5492	1.8377	1.7115	0.7366	0.6486	0.088	2.8126	1.1891	1.6235
OG_6559	FBgn0035060	Eps-15	Haoe|20	Hwal|91	0.6433	5	2	0	Y	N	N	11.1009	6.5809	43.571	6.0009	5.6688	3.0771	22.7273	34.0388	48.9836	0.2895	0.2508	0.5734	0.5434	0.5687	0.0565	0.2076	0.137	0.6309	0.0261	0.0381	0.0132	0.0906	0.1003	0.0184	0.0091	0.004	0.0129	0.3124	0.3213	0.3179	-0.0226	153.2219	38.3276	39.3986	7.764	5.6804	4.3283	1.3521	2.6001	2.5868	0.0133	3.0803	1.7415	1.3388	0.0903	0.0684	0.022	0.0653	0.0637	0.0016	0.0251	0.0047	0.0204	19.6189	17.2609	2.358	4.7848	4.549	0.2358	14.8341	12.7119	2.1222	3.464	1.7945	1.6695	0.721	0.6351	0.0858	2.743	1.1594	1.5836
OG_6559	FBgn0035060	Eps-15	Haoe|20	HburHwal|92	0.5824	4	2	0	Y	N	N	1.3709	1.6032	1.9382	3.3508	3.2244	0.4338	1.1792	1.1886	2.0912	0.5004	0.4467	0.8981	0.4735	0.4996	0.0113	0.5103	0.4253	1.0198	0.365	0.2786	0.4634	0.1413	0.1549	0.0262	0.4327	0.3578	0.4877	0.2713	1.4598	0.3469	0.1602	153.2219	38.1601	39.3986	11.4816	11.0635	8.7023	2.3612	2.81	2.8064	0.0036	8.2535	5.8959	2.3576	1.6071	0.6534	0.9538	0.1446	0.1418	0.0028	1.4626	0.5116	0.951	22.1101	19.4809	2.6292	5.9347	5.6173	0.3173	16.1755	13.8636	2.3118	4.4031	2.3448	2.0584	1.0232	0.9149	0.1083	3.3799	1.4299	1.95
OG_6559	FBgn0035060	Eps-15	Hbur|23	Hheb|39	0.4799	7	2	0	Y	N	N	536.1699	102.9613	28154.2551	84.4542	79.0489	271.8314	20731.6663	22309.2315	66146.6155	0.7218	0.255	3.6801	0.4431	0.4487	0.3611	0.8802	0.1297	4.358	0.0013	0.0025	0.0001	0.0052	0.0057	0.0013	0.0	0.0	0.0001	2.277	0.0491	1.4604	-0.0003	40.7806	19.0434	6.5728	6.6288	2.848	0.8691	1.9789	0.6336	0.6006	0.0329	2.2145	0.2685	1.946	0.0008	0.0007	0.0	0.0007	0.0007	0.0	0.0	0.0	0.0	3.9458	3.4081	0.5377	1.4299	1.3387	0.0912	2.5159	2.0694	0.4465	0.569	0.2948	0.2742	0.1426	0.1285	0.0141	0.4265	0.1663	0.2601
OG_6559	FBgn0035060	Eps-15	HdemHert|37	Hric|69	0.0976	6	2	0	Y	N	N	0.8754	0.5061	3.0519	6.5615	6.7924	0.0	0.6079	0.0	3.0859	4.0366	1.579	18.1793	28.9924	30.5678	0.0	2.8223	0.0	18.4777	4.611	3.1199	5.9566	4.4186	4.5003	0.884	4.643	2.5463	5.9879	2.0006	2.1158	1.4542	0.9842	8.7709	22.0679	18.1999	43.0005	3.0003	0.9999	2.0004	0.9999	0.9999	0.0	2.0005	0.0	2.0004	5.3123	1.705	3.6073	0.7252	0.722	0.0033	4.587	0.983	3.604	0.7433	0.6333	0.11	0.0345	0.0327	0.0018	0.7088	0.6005	0.1083	1.1521	0.5465	0.6056	0.1641	0.1604	0.0037	0.9879	0.3861	0.6019
OG_6559	FBgn0035060	Eps-15	Hric|69	HantHconHeleHhewHsapHleuHsar|79	0.1522	7	2	0	Y	N	N	0.7072	0.0	3.4529	0.0002	0.0001	0.3002	0.8536	0.0	3.4773	2.8895	0.0001	19.7477	0.0012	0.0009	0.0073	3.0486	0.0	20.0178	4.0859	2.2783	5.7192	6.8158	6.9667	0.0244	3.5713	0.0012	5.7568	62569.6497	2.7783	1.6335	1.0651	22.0679	8.0885	43.0005	16.2804	1.9971	0.0	1.9971	0.0	0.0	0.0	1.9971	0.0	1.9971	4.4092	1.167	3.2422	1.1667	1.1666	0.0001	3.2425	0.0004	3.2421	0.6912	0.59	0.1011	0.0361	0.0347	0.0014	0.6551	0.5553	0.0998	1.0791	0.5122	0.5669	0.1712	0.1675	0.0037	0.908	0.3448	0.5632
OG_65	FBgn0023515	Gcna	Haoe|21	HburHwal|97	0.1876	4	2	0	Y	N	N	0.7083	0.0477	3.2385	0.1407	0.1306	7.7913	0.6499	0.0357	3.1817	0.6586	0.0274	4.0581	0.0669	0.0665	0.0782	0.7145	0.0231	4.1315	0.9297	0.5739	1.2531	0.4754	0.5094	0.01	1.0994	0.6473	1.2985	27.5141	2.4032	1.0033	0.2112	32.4851	10.8534	31.6941	18.2458	1.1461	0.0402	1.1059	0.01	0.0097	0.0004	1.1361	0.0305	1.1055	1.5182	0.4461	1.0721	0.2111	0.2108	0.0003	1.3071	0.2353	1.0718	1.7403	1.4678	0.2725	0.1502	0.1453	0.0049	1.5901	1.3225	0.2676	1.633	0.7774	0.8556	0.444	0.4138	0.0302	1.189	0.3636	0.8254
OG_662	FBgn0037369	CG2100	Hhec|40	Hric|74	0.0379	5	2	0	Y	N	N	1.835	0.0	7.138	3.4087	0.0	inf	1.8046	0.0	7.1084	8.1838	0.0	49.7715	2.0023	0.0	35.1475	8.2377	0.0	49.8154	4.4599	0.0428	6.9728	0.5874	0.6685	0.0	4.5649	0.0	7.008	inf	286.5604	0.9235	0.4757	5.9973	4.0236	7.0063	16.9583	1.0204	0.0	1.0204	0.0022	0.0	0.0022	1.0182	0.0	1.0182	1.003	0.0035	0.9995	0.0035	0.0035	0.0	0.9995	0.0	0.9995	0.1247	0.1042	0.0205	0.0011	0.001	0.0001	0.1236	0.1032	0.0204	0.2249	0.0815	0.1433	0.0059	0.0052	0.0007	0.219	0.0763	0.1426
OG_663	FBgn0039492	CG6051	HdemHert|40	Hric|74	0.0553	5	2	0	Y	N	N	13458.9366	0.0402	3400326.0578	2.2189	0.4119	627.4296	724461.4673	0.0	3849997.1688	3.1712	0.0	21.6839	0.0109	0.0021	0.1556	3.2222	0.0	21.8183	0.0002	0.0009	0.0	0.0049	0.0051	0.0002	0.0	0.0	0.0	100154.0369	0.0207	0.7236	-0.0	6.011	7.0068	6.8481	6.0195	1.0015	0.0	1.0015	0.0001	0.0	0.0	1.0015	0.0	1.0015	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3158	0.2696	0.0462	0.005	0.0047	0.0003	0.3108	0.2649	0.0459	0.2155	0.0539	0.1616	0.0102	0.0097	0.0005	0.2053	0.0442	0.1611
OG_6721	-	Y165	Hcon|19	Hheb|25	0.1389	11	2	0	Y	N	N	1.4729	1100.5294	4.064	332.9446	0.0346	48026.9762	1.3882	100745234.7847	3.8087	8.4573	2.4052	54.2543	2.1634	0.0002	180.0872	9.9143	3.0456	51.7722	5.7421	0.0022	13.3499	0.0065	0.0066	0.0037	7.1417	0.0	13.5932	2.9808	4608.548	1.2782	0.8635	6.0002	3.9775	4.1854	7.0971	3.9759	0.9988	2.9771	0.1912	0.0	0.1912	3.7847	0.9987	2.7859	1.9915	0.0004	1.991	0.0004	0.0004	0.0	1.991	0.0	1.991	0.4701	0.4152	0.0549	0.0884	0.0873	0.0011	0.3817	0.3279	0.0538	0.3468	0.1977	0.1491	0.068	0.0654	0.0027	0.2788	0.1323	0.1465
OG_673	FBgn0002707	mei-9	Hant|21	Hleu|54	0.0258	4	2	0	Y	N	N	183498.0106	57983.1484	1076771.3427	882.4943	861.5143	0.0	232109.9171	83127.001	1069418.6933	16.7569	6.5639	75.7819	0.1516	0.1528	0.0	17.7073	6.995	75.9961	0.0001	0.0001	0.0001	0.0002	0.0002	0.0	0.0001	0.0001	0.0001	1.9937	0.6497	0.9301	-0.0	9.9965	5.038	4.0147	15.8662	2.9978	1.0014	1.9965	0.0015	0.0015	0.0	2.9964	0.9999	1.9965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1789	0.1526	0.0263	0.0097	0.0096	0.0001	0.1692	0.1429	0.0263	0.1807	0.0884	0.0924	0.0284	0.0276	0.0009	0.1523	0.0608	0.0915
OG_673	FBgn0002707	mei-9	Hant|21	Hsap|76	0.0149	4	2	0	Y	N	N	2168.3991	0.0	17858.9445	0.0	0.0	0.0	4898.4451	0.0	17846.5337	10.369	0.0	64.9762	0.0	0.0	0.0	10.3871	0.0	65.0135	0.0048	0.0063	0.0036	0.2326	0.2483	0.0	0.0021	0.0	0.0036	inf	0.7801	1.288	-0.0	9.9965	5.9999	4.0147	6.024	1.9991	0.0	1.9991	0.0	0.0	0.0	1.9991	0.0	1.9991	0.0004	0.0002	0.0002	0.0002	0.0002	0.0	0.0002	0.0	0.0002	0.1928	0.162	0.0308	0.0003	0.0003	0.0	0.1925	0.1617	0.0307	0.0782	0.0331	0.045	0.0009	0.0008	0.0001	0.0773	0.0323	0.045
OG_673	FBgn0002707	mei-9	Haoe|22	HdorHxan|102	0.1162	4	2	0	Y	N	N	2.112	1.2092	6.5654	7.2223	8.8314	0.0	1.8304	0.9348	6.4824	2.3987	0.0352	15.145	0.442	0.4497	0.0	2.4666	0.0183	15.2013	1.1357	0.0291	2.3068	0.0612	0.0509	0.2423	1.3476	0.0196	2.345	79.8718	74.9722	1.2789	1.0638	19.6475	14.5426	68.7097	28.4697	2.0239	0.025	1.9988	0.0125	0.0125	0.0	2.0114	0.0125	1.9988	2.0074	0.0264	1.981	0.0178	0.014	0.0038	1.9896	0.0124	1.9772	0.8437	0.7118	0.132	0.0283	0.0278	0.0005	0.8154	0.6839	0.1315	1.7675	0.9087	0.8588	0.2911	0.2755	0.0156	1.4764	0.6333	0.8432
